commercial_ratio,institution_ratio,other_ratio,public_ratio,residential_ratio,theft_ratio,battery_ratio,criminal_damage_ratio,assault_ratio,deceptive_practice_ratio,other_crime_ratio,hotspot
0.045602068510657005,0.292514591658825,0.12795740560823815,0.08871702502856774,0.01648363724095683,0.016480860063220134,0.005814952441835479,0.1954453959937589,0.08931365296689894,0.11964919598597079,0.0020212145010706957,0
0.3873469095552209,0.1975043845185701,0.026388867499619554,0.022186702132333827,0.022400348511797896,0.040105389174412594,0.08224730099598275,0.06252474423768074,0.03805666477830344,0.10462903374564923,0.0166096548504289,1
0.057317907574473435,0.07569227578453416,0.10101677332910813,0.25512971508819343,0.03694987089009238,0.11977812554469688,0.14888793954735302,0.00789041374271211,0.15516331327137248,0.03101518568224192,0.011158479545222052,1
0.22117963677852445,0.25070378823495615,0.12289861024093696,0.02702095259945793,0.0076444639719618025,0.08574033751459949,0.043146520674342465,0.00968058042098944,0.05084149316878384,0.00260279462265598,0.1785408217727913,0
0.02073471774023815,0.07521329923224662,0.02586469122697806,0.05083047893195709,0.05478502610149209,0.014152044955485063,0.24184501328514654,0.10332437187161643,0.19422718498865799,0.1559409692733699,0.06308220239281215,0
0.34327854364306865,0.012475951055139324,0.029371585920528694,0.006231813485881364,0.05298864318470961,0.06626477816361459,0.04262449984155757,0.23759568847256532,0.05941070836555972,0.04440757336751042,0.10535021449986491,1
0.01117848752086303,0.11925461839417505,0.005701603640999904,0.31895846964429736,0.10887816057878895,0.016303529085808253,0.00040750980481515074,0.1243628728177938,0.09030443415166711,0.09608633641521086,0.10856397794558055,0
0.010737026773841448,0.06195415329411117,0.017188074804928666,0.27753930976555047,0.1362624739068794,0.05608189807160408,0.009165299785760833,0.05198824354540022,0.054894911699541075,0.18254037933970324,0.14164822901267957,0
0.21976259460748365,0.06435683744778858,0.012826973615298254,0.12579264788797184,0.14404699152169942,0.0829691808318857,0.14842735681059588,0.06856110928047969,0.07448898995673528,0.05617440125292151,0.0025929167871401003,1
0.015877296043193295,0.004441025681156085,0.14070150186634128,0.05248466220859387,0.09880069007851155,0.331163240299453,0.03987684554646972,0.07346831691014988,0.19591512438268283,0.036131173333213765,0.011140123650234934,1
0.023815103907104927,0.012237360748936126,0.18480112236147486,0.11491206067793644,0.06984946861247775,0.142798597519096,0.11331681488794791,0.014373375980432547,0.15527855806366814,0.05395179841134619,0.1146657388295793,0
0.2582458950771767,0.043651963037678466,0.013297800374733212,0.029504254026142533,0.0635346492209401,0.19432856851878544,0.2248397480409102,0.000795687261746413,0.08153447409707457,0.061620324743438454,0.028646635601373992,1
0.009108228417105327,0.029383974993616946,0.2042440570209792,0.02784848013025943,0.052179031960551535,0.08660829881392013,0.0322421236766499,0.25451300701929813,0.23412596994385673,0.020691857988278942,0.04905497003548392,0
0.05735350168567323,0.05371921371318173,0.006022402810881178,0.15070109866187423,0.11192829727350655,0.008468669943573906,0.05233737387736067,0.3827825677504052,0.04388243916276712,0.025081947474957494,0.10772248764581863,0
0.3545802717906648,0.02315486027099247,0.09316883152989755,0.1197982643204858,0.022669309995825525,0.10884190477886764,0.03830860556855148,0.08358996216373703,0.08386851741354907,0.06411340702516166,0.007906065142267004,1
0.26988318421498336,0.05787924211857555,0.03088887259463707,0.006229148980577244,0.1337379524971116,0.16936136820164277,0.002502888530867036,0.1073805817343369,0.038429140156420474,0.15503747602165552,0.028670144949192435,1
0.0912354514066519,0.03799173212333845,0.21447668828453434,0.011495172318749181,0.03241088390594614,0.009358432529641083,0.20094509534517535,0.16303898866688404,0.023179817652685977,0.08381907290771229,0.13204866485868108,0
0.06787438748200016,0.06319492399219136,0.023197270938539585,0.008187676789130606,0.19061403154577466,0.19326582782485063,0.08400554024759206,0.03468958235255397,0.035989969318854384,0.10845270775864156,0.19052808174987104,0
0.23160692725191154,0.16071993669543927,0.10908657108176953,0.009332918558349128,0.018720073198672745,0.24297928627824178,0.099018308546671,0.0009811217780191746,0.011361631069454583,0.11565438861354194,0.0005388369279291813,1
0.018109858927503362,0.08219438532533625,0.12161489036356926,0.10902551048984684,0.026232637612530665,0.12864972430337407,0.027975685135831877,0.04066189136757754,0.14176246165941958,0.1083367504766036,0.1954362043384069,0
0.08950122865929273,0.07014747653174598,0.00821325686489902,0.03827982278755403,0.025732757898805088,0.023356224596532624,0.30164407711457125,0.04170110135366391,0.18588561894990038,0.08328190543336322,0.13225652980967184,1
0.06224579165852555,0.07665861568003465,0.06045071069691714,0.01935857572979397,0.11423287935688618,0.029372518099145234,0.0021938643410619792,0.09241649265752333,0.01737282462064137,0.25141992064938423,0.27427780651008626,0
0.14071092090339582,0.026404962159445995,0.0008897461320780153,0.15053600355201818,0.0319254735622802,0.1942495197280777,0.18927416260228985,0.1095174387561396,0.019921414583187122,0.027776054815249602,0.10879430320583794,1
0.029974747267671596,0.014605597871112217,0.06399528230359637,0.21637187946754488,0.09365092289822767,0.06638411156580422,0.008039602983015762,0.07506782068780403,0.3625922324691466,0.011868952305023427,0.05744885018105296,0
0.13856390018453296,0.08913811153550676,0.07884062158721851,0.08004317189110052,0.029414324966873823,0.022948327326283793,0.10943073026805127,0.1096917789218244,0.13323829126165987,0.16140957204115944,0.0472811700157886,0
0.06801677632274081,0.15641180262153365,0.10255689415137313,0.11827003785516768,0.15520712468438524,0.21565411693193504,0.040299272043467026,0.04601022840199594,0.009642541024778274,0.08435500797702401,0.0035761979855990908,0
0.08667565688079962,0.10821121164621736,0.04670289621071088,0.12361207737192176,0.004284637861673685,0.005265148771632804,0.23921322029270786,0.06177405220071773,0.018796906021433996,0.10217455321423664,0.20328963952794754,0
0.024200962395333467,0.0970773574368466,0.008880431425787011,0.005282317115607747,0.0754453619740001,0.07743639345911582,0.10099121532040974,0.12890568137469255,0.37065812433924,0.0722979944577669,0.03882416070120017,0
0.1624820459717798,0.03236531613025697,0.05922599233592406,0.008372332884493443,0.0026311859884251693,0.336857992125925,0.18524204453606785,0.12200522290448373,0.05388486518420186,0.019500720680173295,0.017432281258268997,1
0.02675012293875335,0.07400626585394435,0.11645807330748041,0.10025425040936488,0.030503075277675745,0.28775321553100836,0.12436852548159948,0.07506880263176924,0.08786772631900248,0.050530476225350326,0.02643946602405131,1
0.06609345988040198,0.21302167092228244,0.0021777215469055955,0.018532670796471133,0.007073932645054378,0.006245849487361166,0.29053196723361097,0.18268856547405565,0.09655112181948163,0.01546491011392832,0.10161813008044684,1
0.08004743230343507,0.023734648866168828,0.07099367234204819,0.06343599606589663,0.11939065325875427,0.12580394153724048,0.005785615514994667,0.058575048537683964,0.12268546375014963,0.0872839710756228,0.24226355674800545,0
0.11849705576218496,0.019605149825364588,0.008067076102471784,0.11336236223423775,0.0029618425553881583,0.09715304290486843,0.31055285012835093,0.09444519129610861,0.05415725789026791,0.11363055886406095,0.06756761243669576,1
0.06929141666196917,0.2493081521558443,0.042860768373644526,0.28540831556893936,0.20709535960093758,0.019140549868892846,0.006314483109645202,0.009331097846060253,0.0016154135179011681,0.00871441512876626,0.1009200281673992,0
0.0073127797600360716,0.0380402315813052,0.1845311353869048,0.0023316847408630433,0.1668065378276903,0.032784735350711955,0.012452099883666374,0.11814931343859844,0.09817089308787695,0.2078895467446564,0.1315310421976904,0
0.1054724954477035,0.021479225179973725,0.01266278013840634,0.09002826074660047,0.10658837899632281,0.3018974758666749,0.03449285920217385,0.030160149279842233,0.09710719533063024,0.027015398594279663,0.17309578121739225,1
0.1465457077165437,0.04200739946179253,0.10418605751058349,0.10529916713918434,0.008159070868400193,0.1745533482544504,0.052753860456390335,0.1312897115593506,0.028916891096331283,0.16933160629818375,0.03695717963878933,1
0.0009046103685774735,0.19574426382920357,0.007946766690340628,0.031932443821340674,0.2487969538155198,0.24970823455254038,0.07072949082304143,0.08295218252813003,0.04939579577555041,0.02880847709540829,0.03308078070034737,0
0.10657044285425658,0.1332544282174393,0.14970863555476116,0.14881465946434408,0.009130033557728347,0.06511223883674007,0.0056593606217676005,0.07613008190531903,0.055613958854523235,0.2087467501262652,0.0412594100068554,0
0.01732280454465383,0.021469180772875112,0.19943650645148125,0.13397129369299024,0.01483271663969761,0.01222354187286076,0.16796170601758603,0.010510902116462623,0.2400290968852323,0.17043704814719193,0.011805202858968245,0
0.005013543509038089,0.2440473247772435,0.026513649970572022,0.026186648746114975,0.09475695079752305,0.1663849563653251,0.24140722128538766,0.07916694301536362,0.02669367821267871,0.004930984875100243,0.08489809844565302,1
0.1250776174198695,0.08447557211143204,0.36240258665879216,0.01803876896615185,0.10382910855783326,0.0017473441915041158,0.09676683282034985,0.008867938523967554,0.019356445760980927,0.01913229839591901,0.16030548659319976,0
0.08858873667687799,0.056591516255469966,0.21166190675069593,0.030365354325892865,0.021747721599078777,0.1311771234044558,0.016357987736367915,0.21348137849944102,0.0007904191855453536,0.22638621915901888,0.002851636407155262,0
0.13193798989576025,0.044627968242184214,0.29489459459035305,0.004560784156764812,0.048017047976203445,0.20724692819813118,0.044050930698544086,0.0590540324115325,0.07079031190546288,0.03606011280973107,0.05875929911533248,0
0.07623636645028443,0.2009837088902898,0.004039371583699167,0.02864578502033557,0.2608874382521674,0.19190327321615405,0.05281807492134578,0.08406188549342024,0.02821421669912332,0.018099234383823295,0.05411064508935682,0
0.029674917284897948,0.059645025059882846,0.00550829826204045,0.24947013810524604,0.29159840790350117,0.08153738596380311,0.05228232414615184,0.02521134539562014,0.11441765508943716,0.07857405020102452,0.012080452588394807,0
0.15931365216819146,0.1139032815624172,0.19709075612307045,0.08522047938932038,0.06261103544855266,0.03568645980417224,0.17780683880501458,0.1324413049375959,0.0030483842056613208,0.0017603229548237209,0.031117484601180054,1
0.1024944918951816,0.2688755500474929,0.010042737211654489,0.055553681995634735,0.029539554891648494,0.2158574937865078,0.11372355677426094,0.11226201338648707,0.038962042104586016,0.03301187431654834,0.019677003589997695,1
0.002270958749086895,0.07828921148951191,0.06559697959279777,0.319839012798069,0.2228760858304577,0.03172587715760739,0.05734571022001026,0.11334534820171722,0.07415430343443484,0.011120665934228583,0.023435846592078553,0
0.013325542606584464,0.29679492619935627,0.08978817426714346,0.02501411386594879,0.10732303196043896,0.09275809825620901,0.04272577335518365,0.011614545604467872,0.10728562159151493,0.07078337865945797,0.14258679363369448,0
